id,object_id,content_type_id,tag_id
647,242,9,68
648,243,9,600
649,243,9,602
650,243,9,68
651,244,9,608
652,244,9,530
653,244,9,604
654,244,9,610
655,244,9,606
656,245,9,522
657,245,9,395
658,246,9,99
659,246,9,612
660,246,9,614
661,247,9,234
662,247,9,612
663,247,9,614
664,248,9,202
665,248,9,127
666,249,9,616
667,249,9,618
668,249,9,335
669,250,9,32
670,250,9,109
671,250,9,255
672,251,9,35
673,251,9,620
674,251,9,622
675,251,9,251
676,252,9,433
677,252,9,204
678,252,9,182
679,253,9,129
680,254,9,224
681,254,9,129
682,255,9,224
683,255,9,624
684,255,9,625
685,256,9,234
686,256,9,627
687,256,9,508
688,256,9,629
689,257,9,633
690,257,9,508
691,257,9,631
692,258,9,635
693,258,9,637
694,258,9,63
695,259,9,536
696,259,9,641
697,259,9,639
698,260,9,643
699,260,9,645
700,261,9,26
701,261,9,310
702,262,9,496
703,263,9,496
704,264,9,433
705,264,9,647
707,265,9,651
708,265,9,653
709,266,9,656
710,266,9,654
711,267,9,656
712,267,9,654
713,268,9,656
714,268,9,654
715,269,9,656
716,269,9,654
717,270,9,657
718,271,9,657
719,271,9,659
720,271,9,661
721,272,9,665
722,272,9,618
723,272,9,663
724,273,9,667
725,274,9,133
726,274,9,669
727,275,9,133
728,275,9,671
729,276,9,673
730,276,9,133
731,277,9,618
732,277,9,133
733,277,9,255
734,278,9,496
735,278,9,133
736,279,9,675
737,279,9,133
738,280,9,99
739,280,9,133
740,281,9,133
741,281,9,677
742,282,9,681
743,282,9,133
744,282,9,679
745,283,9,315
746,283,9,548
747,283,9,133
748,283,9,310
749,284,9,683
750,284,9,133
751,284,9,389
752,285,9,496
753,285,9,133
754,286,9,685
755,286,9,133
756,286,9,687
757,287,9,315
758,287,9,548
759,287,9,133
760,288,9,673
761,288,9,58
762,288,9,133
763,288,9,335
764,289,9,58
765,289,9,133
766,290,9,202
767,290,9,133
768,290,9,389
769,291,9,675
770,291,9,133
771,292,9,224
772,292,9,675
773,292,9,133
774,293,9,40
775,293,9,133
776,294,9,689
777,294,9,691
778,294,9,133
779,295,9,496
780,295,9,133
781,296,9,133
782,296,9,22
783,296,9,421
784,297,9,496
785,297,9,133
786,298,9,675
787,298,9,133
788,299,9,624
789,299,9,625
790,299,9,693
791,300,9,697
792,300,9,234
793,300,9,699
794,300,9,695
796,301,9,697
797,301,9,234
798,301,9,699
799,301,9,695
800,302,9,704
801,302,9,697
802,302,9,699
803,302,9,702
804,302,9,695
805,303,9,706
806,303,9,236
807,304,9,649
808,304,9,708
809,304,9,653
810,305,9,26
811,305,9,35
812,305,9,710
813,306,9,712
814,306,9,234
815,306,9,627
816,306,9,716
817,306,9,714
818,307,9,305
819,307,9,306
820,307,9,35
821,308,9,234
823,308,9,719
824,309,9,721
825,309,9,171
826,309,9,725
827,309,9,723
828,310,9,727
829,311,9,729
830,311,9,727
831,312,9,458
832,312,9,731
833,312,9,727
834,313,9,733
835,314,9,733
836,315,9,58
837,315,9,335
838,315,9,735
839,316,9,737
840,316,9,739
841,316,9,741
842,317,9,737
843,317,9,739
844,317,9,741
845,318,9,433
846,318,9,42
847,318,9,206
848,319,9,42
849,319,9,548
850,320,9,745
851,320,9,42
852,320,9,323
853,320,9,454
854,320,9,743
856,321,9,228
857,322,9,749
858,323,9,753
859,323,9,319
860,323,9,751
861,324,9,753
862,324,9,319
863,324,9,751
864,325,9,753
865,325,9,319
866,325,9,751
867,326,9,249
868,326,9,737
869,326,9,751
870,327,9,737
871,327,9,522
872,327,9,751
873,328,9,755
874,328,9,228
875,328,9,751
876,329,9,677
877,330,9,677
878,330,9,757
879,331,9,35
880,331,9,759
881,332,9,234
882,332,9,572
883,332,9,317
884,333,9,488
885,334,9,488
886,334,9,255
887,333,9,255
888,335,9,488
889,335,9,761
890,335,9,255
891,336,9,488
893,336,9,255
894,337,9,488
895,337,9,765
896,337,9,255
897,338,9,488
898,338,9,255
899,338,9,765
901,338,9,109
902,339,9,488
903,339,9,768
904,339,9,255
905,340,9,488
906,340,9,255
907,341,9,488
908,341,9,770
909,341,9,255
910,342,9,488
911,342,9,275
912,342,9,772
913,342,9,774
914,342,9,255
915,338,9,32
916,343,9,776
918,344,9,488
919,344,9,228
920,344,9,255
921,345,9,32
922,345,9,488
923,345,9,109
924,345,9,255
925,346,9,488
926,346,9,772
927,346,9,255
928,347,9,32
929,347,9,488
930,347,9,255
931,348,9,488
932,348,9,778
933,348,9,255
934,349,9,488
935,349,9,772
936,349,9,255
937,350,9,488
938,350,9,255
939,351,9,323
940,351,9,780
941,351,9,127
942,352,9,421
943,352,9,782
944,352,9,661
945,353,9,552
946,353,9,554
947,353,9,556
948,353,9,22
949,112,9,784
950,113,9,784
951,114,9,784
4494,1324,9,1666
953,115,9,784
954,116,9,784
955,117,9,784
4508,1589,9,2115
4521,1582,9,2117
958,164,9,790
959,164,9,792
960,336,9,234
4531,1592,9,2119
962,85,9,794
963,354,9,796
964,355,9,796
965,356,9,796
966,357,9,796
967,358,9,796
968,359,9,796
969,360,9,796
970,361,9,796
971,362,9,796
972,363,9,796
973,364,9,796
974,365,9,796
975,354,9,629
976,366,9,796
4539,1593,9,26
978,367,9,796
979,368,9,796
980,369,9,796
981,370,9,796
982,355,9,629
983,371,9,796
984,372,9,796
4545,1590,9,2132
986,373,9,796
987,374,9,796
988,375,9,796
4551,1580,9,2132
990,376,9,796
991,377,9,796
992,378,9,796
993,379,9,796
994,380,9,796
995,258,9,798
996,381,9,796
997,382,9,796
998,376,9,28
999,377,9,28
1000,378,9,28
1001,379,9,28
1002,380,9,28
4557,1586,9,2132
1004,382,9,317
4562,1573,9,2134
1006,357,9,804
1007,358,9,804
4567,1579,9,2134
4572,1585,9,2134
1014,310,9,808
1015,241,9,810
1016,356,9,629
1017,381,9,317
1018,383,9,812
1019,384,9,812
1020,385,9,812
1021,386,9,812
1022,387,9,812
1023,388,9,812
1024,389,9,812
1025,390,9,812
1026,391,9,812
1027,393,9,812
1028,394,9,812
1029,395,9,814
1031,392,9,812
1032,395,9,815
1033,241,9,817
1035,397,9,812
1036,395,9,44
1037,398,9,812
1038,399,9,812
1039,240,9,819
1040,400,9,812
1041,401,9,812
1042,402,9,812
1043,404,9,812
1044,403,9,815
1045,403,9,814
1046,405,9,812
1047,403,9,44
1048,406,9,812
1049,403,9,821
1050,407,9,812
1051,395,9,821
1052,408,9,823
1053,395,9,825
1054,403,9,825
1055,322,9,827
1056,409,9,823
1058,322,9,829
1059,410,9,823
1060,410,9,831
1061,320,9,833
1063,319,9,833
1064,318,9,833
1065,315,9,833
1066,411,9,823
1067,411,9,831
1069,396,9,812
1070,353,9,833
1071,395,9,833
1072,412,9,823
1073,412,9,831
1074,413,9,823
1075,413,9,831
1076,307,9,751
1078,305,9,833
1079,414,9,823
1080,414,9,831
1081,415,9,823
1082,416,9,834
1083,415,9,831
1084,417,9,823
1085,416,9,836
1086,417,9,831
1087,416,9,838
1088,416,9,839
1089,419,9,823
1090,419,9,831
1091,418,9,841
1092,421,9,842
1093,418,9,843
1094,421,9,844
1095,420,9,823
1096,420,9,831
1097,421,9,836
1098,422,9,823
1099,422,9,831
1100,274,9,833
1101,275,9,833
1102,276,9,833
1103,423,9,823
1104,278,9,833
1105,279,9,833
1106,280,9,833
1107,281,9,833
1108,423,9,831
1109,416,9,845
1110,282,9,833
1111,283,9,833
1112,284,9,833
1113,285,9,833
1114,418,9,846
1115,287,9,833
1116,288,9,833
1117,289,9,833
1118,290,9,833
1119,424,9,823
1120,293,9,833
1121,291,9,833
1122,294,9,833
1123,424,9,831
1124,292,9,833
1125,295,9,833
1126,297,9,833
1127,418,9,848
1128,296,9,833
1129,298,9,833
1130,421,9,849
1131,425,9,823
1132,425,9,831
1133,418,9,851
1134,427,9,823
1135,426,9,852
1136,427,9,831
1137,418,9,853
1138,428,9,842
1139,428,9,844
1140,426,9,855
1141,257,9,833
1142,256,9,833
1143,428,9,836
1144,428,9,849
1145,252,9,833
1146,429,9,852
1147,429,9,857
1148,431,9,823
1149,433,9,834
1150,433,9,858
1151,432,9,860
4495,1573,9,2115
1153,433,9,836
1154,433,9,845
1155,405,9,862
1156,404,9,862
1157,406,9,864
1158,430,9,866
1159,433,9,868
1160,430,9,851
1161,428,9,868
1162,421,9,868
1163,416,9,868
4509,1590,9,2115
1165,223,9,833
1166,197,9,833
1167,434,9,870
1168,430,9,848
1169,402,9,872
1170,433,9,874
1171,430,9,853
1172,416,9,874
1173,428,9,876
1174,401,9,872
1175,421,9,876
1176,400,9,872
1177,430,9,878
1178,399,9,880
1179,403,9,833
1180,398,9,882
1181,397,9,884
1182,435,9,853
1183,435,9,851
1184,396,9,886
1185,435,9,848
1186,394,9,888
1187,393,9,888
1188,435,9,890
1189,436,9,842
1190,392,9,892
1191,391,9,892
1192,436,9,844
1193,390,9,892
1194,389,9,892
1195,388,9,892
1196,437,9,866
1197,387,9,892
1198,437,9,853
1199,386,9,892
1200,437,9,851
1201,385,9,892
1202,222,9,833
1203,437,9,848
1204,224,9,833
1205,225,9,833
1206,384,9,892
1207,226,9,833
1208,436,9,836
1209,227,9,833
1210,383,9,892
1211,228,9,833
1212,436,9,849
4522,1581,9,2117
1214,229,9,833
1215,436,9,868
1216,436,9,876
4532,1592,9,2121
1218,408,9,894
1219,409,9,896
1220,409,9,58
1221,408,9,58
1222,438,9,898
1223,438,9,900
1224,212,9,833
1225,213,9,833
1226,214,9,833
1227,215,9,833
1228,216,9,833
1229,438,9,902
1230,217,9,833
1231,218,9,833
1232,219,9,833
1233,440,9,812
1234,220,9,833
1235,221,9,833
1236,440,9,886
1237,439,9,898
1238,439,9,904
1239,205,9,833
1240,441,9,812
1241,442,9,133
1242,442,9,906
1243,442,9,528
1244,442,9,908
1245,194,9,833
1246,416,9,909
1247,416,9,910
1248,439,9,900
1249,421,9,909
1250,421,9,911
1251,428,9,909
1252,428,9,911
1253,433,9,909
1254,433,9,910
1255,436,9,909
1256,436,9,911
1257,442,9,833
1258,446,9,812
1259,189,9,833
1260,188,9,833
1261,187,9,833
1262,186,9,833
1263,447,9,898
1264,447,9,904
1265,445,9,812
1266,444,9,812
1267,443,9,812
1268,447,9,900
1269,441,9,886
1270,443,9,886
1271,444,9,886
1272,445,9,886
1273,448,9,753
1274,446,9,886
1275,449,9,898
1276,449,9,904
1277,165,9,833
1278,449,9,900
1279,152,9,827
1280,450,9,898
1281,450,9,904
1282,450,9,900
1283,451,9,898
1284,451,9,904
1285,451,9,900
1286,452,9,898
1287,452,9,904
1288,452,9,900
4540,1593,9,341
1290,148,9,913
1291,453,9,898
1292,453,9,904
4546,1575,9,2132
1294,454,9,868
1295,454,9,909
1296,454,9,911
1297,454,9,914
1298,454,9,915
1299,454,9,917
1300,454,9,836
1301,453,9,900
1302,455,9,898
1303,454,9,918
1304,455,9,904
1305,455,9,900
4552,1581,9,2132
1307,459,9,868
1308,459,9,909
1309,459,9,914
1310,459,9,915
1311,459,9,917
1312,459,9,918
1313,459,9,836
1314,460,9,898
1315,460,9,904
1316,458,9,751
1317,456,9,751
1318,457,9,920
1319,461,9,868
1320,461,9,909
1321,461,9,914
1322,461,9,915
1323,461,9,917
1324,461,9,918
1325,461,9,836
1326,460,9,900
4496,1574,9,2115
1328,462,9,868
1329,462,9,909
1330,462,9,914
1331,462,9,915
1332,462,9,917
1333,462,9,918
1334,462,9,836
1335,457,9,922
1336,463,9,751
4510,1591,9,2115
1338,72,9,833
1339,73,9,833
1341,464,9,898
1342,75,9,833
1343,465,9,751
1344,457,9,924
1345,464,9,904
1346,68,9,833
1347,464,9,900
1348,467,9,751
1350,67,9,827
1351,468,9,751
1352,469,9,751
1353,470,9,751
1354,471,9,751
4523,1580,9,2115
1356,438,9,904
1357,466,9,868
1358,466,9,909
1359,466,9,914
1360,466,9,915
1361,466,9,917
1362,466,9,918
1363,466,9,836
1364,472,9,868
1365,472,9,909
1366,472,9,914
1367,472,9,915
1368,472,9,917
1369,472,9,918
1370,472,9,836
1371,15,9,833
1372,473,9,898
1373,473,9,904
4533,1592,9,317
1375,473,9,900
1376,456,9,926
1377,458,9,926
1378,463,9,926
1379,474,9,927
1380,465,9,926
1381,467,9,926
1382,468,9,926
1383,469,9,926
1384,470,9,926
1385,474,9,929
1386,471,9,926
1387,475,9,898
1388,475,9,904
1389,475,9,900
1390,474,9,931
1391,476,9,898
1392,477,9,868
1393,477,9,909
1394,477,9,914
1395,477,9,915
1396,477,9,917
1397,477,9,918
1398,477,9,836
1399,476,9,904
1400,476,9,900
1401,474,9,933
1402,478,9,868
1403,478,9,909
1404,478,9,914
1405,478,9,915
1406,478,9,917
1407,478,9,918
1408,478,9,836
1409,479,9,935
1410,480,9,898
1411,481,9,868
1412,481,9,909
1413,481,9,914
1414,481,9,915
1415,481,9,917
1416,481,9,918
1417,481,9,836
1418,479,9,937
1419,480,9,904
1420,456,9,939
1421,458,9,939
1422,463,9,939
1423,465,9,939
1424,467,9,939
1425,480,9,900
1426,468,9,939
1427,469,9,939
1428,482,9,868
1429,482,9,909
1430,482,9,914
1431,482,9,915
1432,482,9,917
1433,482,9,918
1434,482,9,836
1435,470,9,939
1436,471,9,939
1437,483,9,868
1438,483,9,909
1439,483,9,914
1440,483,9,915
1441,483,9,917
1442,483,9,918
1443,483,9,836
1444,484,9,868
1445,484,9,909
1446,484,9,914
1447,484,9,915
1448,484,9,917
1449,484,9,918
1450,484,9,836
1451,485,9,868
1452,485,9,909
1453,485,9,914
1454,485,9,915
1455,485,9,917
1456,485,9,918
1457,485,9,836
1458,456,9,941
1459,458,9,941
1460,463,9,941
1461,486,9,898
1462,465,9,941
1463,467,9,941
1464,468,9,941
1465,469,9,941
1466,470,9,941
1467,471,9,941
1468,486,9,904
1469,486,9,900
1470,487,9,898
1471,487,9,904
1472,487,9,900
1473,456,9,943
1474,488,9,868
1475,488,9,909
1476,488,9,914
1477,488,9,915
1478,488,9,917
1479,488,9,918
1480,488,9,836
1481,458,9,945
1483,489,9,898
1484,465,9,949
1485,490,9,868
1486,490,9,909
1487,490,9,914
1488,490,9,915
1490,490,9,917
1491,490,9,918
1492,490,9,836
1493,467,9,315
1494,489,9,904
1495,468,9,951
1496,489,9,900
1497,491,9,868
1498,491,9,909
1499,491,9,914
1500,491,9,915
1501,491,9,917
1502,491,9,918
1503,491,9,836
1505,470,9,955
1507,492,9,898
1508,492,9,904
1509,479,9,959
1510,492,9,900
1511,479,9,961
1512,493,9,898
1513,493,9,904
1514,493,9,900
1515,494,9,962
1516,494,9,834
1517,494,9,868
1518,494,9,874
1519,494,9,845
1520,494,9,910
1521,494,9,909
1522,494,9,836
1523,495,9,898
1524,495,9,904
1525,495,9,900
1526,324,9,963
1527,323,9,963
1528,496,9,898
1529,496,9,904
1530,496,9,900
1531,497,9,836
1532,497,9,876
1533,497,9,842
1534,497,9,844
1535,497,9,909
1536,497,9,911
1537,497,9,849
1538,497,9,868
1539,498,9,898
1540,498,9,904
1541,499,9,751
1542,499,9,753
1543,498,9,900
4497,1575,9,2115
1545,500,9,898
1546,500,9,904
1547,500,9,900
1548,448,9,751
1549,501,9,898
1550,501,9,904
1551,501,9,900
1552,499,9,963
1553,502,9,16
1554,502,9,14
1555,502,9,15
1556,503,9,751
1557,504,9,898
1558,504,9,904
1559,503,9,966
1560,503,9,968
1561,504,9,970
1562,503,9,972
1563,503,9,974
1564,505,9,898
1565,505,9,904
1566,505,9,970
1567,503,9,976
1568,506,9,751
1569,506,9,968
1570,179,9,977
1571,506,9,974
1572,506,9,976
1573,506,9,972
1574,507,9,810
1575,507,9,979
1576,507,9,981
1577,509,9,983
1578,510,9,810
1579,509,9,985
7336,2231,9,3282
7337,2231,9,3284
7339,2232,9,3287
7340,2231,9,3289
7343,2232,9,1078
7347,2234,9,1131
7349,2233,9,3293
1587,510,9,58
1588,511,9,898
1589,511,9,904
1590,511,9,970
1591,512,9,810
1592,512,9,987
1593,513,9,898
1594,513,9,904
1595,512,9,63
1596,513,9,970
1597,508,9,834
1598,508,9,868
1599,508,9,874
1600,508,9,845
1601,508,9,910
1602,508,9,909
1603,508,9,836
1604,514,9,810
1605,514,9,987
1606,514,9,578
1607,514,9,576
1608,515,9,898
1609,515,9,904
1610,516,9,810
1611,516,9,979
1612,515,9,970
1613,516,9,989
1614,517,9,898
1615,517,9,904
1616,518,9,810
1617,517,9,970
1618,519,9,898
1619,518,9,817
1620,519,9,904
1621,519,9,970
1622,520,9,810
1623,520,9,991
1624,521,9,898
1625,521,9,904
1626,523,9,810
1627,523,9,817
1628,521,9,970
1629,523,9,234
1630,524,9,898
1631,524,9,904
1632,525,9,810
1633,524,9,970
1634,525,9,987
1635,526,9,898
1636,526,9,904
1637,526,9,970
1638,527,9,898
1639,527,9,904
1640,522,9,868
1641,522,9,909
1642,522,9,914
1643,522,9,915
1644,522,9,917
1645,522,9,918
1646,522,9,836
1647,527,9,970
1648,528,9,898
1649,528,9,904
1650,528,9,970
1651,529,9,898
4511,1591,9,2117
1653,529,9,904
1654,529,9,970
1655,530,9,898
1656,530,9,904
1657,530,9,970
1658,531,9,898
1659,531,9,904
1660,531,9,970
1661,532,9,898
1662,533,9,810
1663,533,9,979
1664,532,9,904
1665,532,9,970
1666,534,9,898
1667,534,9,904
1668,534,9,970
1669,535,9,834
1670,535,9,868
1671,535,9,874
1672,535,9,845
1673,535,9,910
1674,535,9,909
1675,535,9,836
1676,536,9,898
1677,536,9,904
1678,537,9,810
1679,537,9,979
1680,536,9,970
1681,538,9,898
1682,539,9,810
1683,538,9,904
1684,539,9,987
1685,539,9,178
1686,538,9,970
1687,541,9,898
1688,541,9,904
1689,540,9,836
1690,540,9,876
1691,540,9,842
1692,540,9,844
1693,540,9,909
1694,540,9,911
1695,540,9,849
1696,540,9,868
1697,541,9,970
