id,name,slug
135,閃亮,_50
14,Deemo,deemo
303,撕衣服,_132
15,愛麗絲,""
137,眼神,_51
508,老鼠,_232
16,Alice,alice
139,抓狂,_52
308,不要,_134
141,反白,_53
311,thinking face,thinking-face
143,沮喪,_54
18,蹲角落,_1
144,Pepe the Frog,pepe-the-frog
20,摀臉,_2
757,飛走,_353
22,舉手,_3
146,佩佩蛙,_55
24,舉雙手,_4
147,YEE,yee
26,開心,_5
315,旋轉,_137
28,愛心,_6
149,大爆射,_56
30,イヴ,_7
516,杰哥,_236
32,臉紅,_8
33,Ib,ib
151,一本滿足,_57
35,跳舞,_9
36,ISIS,isis
37,ME!ME!ME!,mememe
38,NO,no
319,問號,_139
40,搖頭,_10
153,天線寶寶,_58
42,鸚鵡,_11
1089,錢,_497
44,驚訝,_12
155,亂晃,_59
46,死亡筆記本,_13
321,夫妻,_140
48,夕立,_14
157,三葉,_60
50,艦隊收藏,_15
518,杰哥不要,_237
52,艦娘,_16
53,QB,qb
159,你的名字,_61
55,魔法少女小圓,_17
56,Another,another
325,徐展元,_142
58,驚恐,_18
59,Minecraft,minecraft
161,辛巴,_62
61,苦力怕,_19
2951,Rainbow Sheep,rainbow-sheep
63,抹臉,_20
64,Gununu,gununu
163,丟,_63
66,不好意思,_21
327,好想贏韓國,_143
68,卡娜赫拉,_22
165,獅子王,_64
70,兔子,_23
524,浮出,_240
72,打臉,_24
167,滾,_65
74,受訪,_25
331,安全帽,_145
76,遮海苔,_26
77,LOL,lol
169,樓梯,_66
79,普羅,_27
80,okay,okay
1526,蛋蛋呢,_689
82,裁判,_28
83,save,save
171,跌倒,_67
85,手平舉,_29
86,Rage Comics,rage-comics
87,Y U NO,y-u-no
88,You dont say,you-dont-say
333,敲桌,_146
90,姚明,_30
173,上吊,_68
2802,眼睛發光,_1266
526,北極熊,_241
94,矮額,_32
175,彩虹,_69
96,反轉,_33
97,Reaction guy,reaction-guy
176,MLG Dancing Kid,mlg-dancing-kid
99,思考,_34
100,stare,stare
337,田中君總是如此慵懶,_148
102,害怕,_35
178,點頭,_70
104,流汗,_36
768,對稱,_358
106,電腦,_37
107,Computer stare,computer-stare
180,來互相傷害啊,_71
109,害羞,_38
339,宮野,_149
111,抓頭,_39
182,鴨子,_72
113,成龍,_40
528,探頭,_242
115,抿嘴,_41
184,佛系,_73
117,歐巴馬,_42
118,Forever Alone,forever-alone
343,土間埋,_151
120,焦慮,_43
186,你他媽的我到底看了三小,_74
122,不要玩,_44
1099,刷卡,_502
124,爾康,_45
125,Knowthatfeel,knowthatfeel
6610,茜100,100_2
127,擁抱,_46
345,我家有個魚乾妹,_152
129,翻桌,_47
190,大聲,_76
131,墨鏡,_48
540,廚,_248
133,貓,_49
347,小埋,_153
194,我買,_78
776,爬行,_362
196,吼,_79
353,拍手,_156
198,企鵝,_80
545,狐狸,_250
200,拍頭,_81
355,小女孩,_157
202,抱,_82
2065,大哭,_934
204,一群,_83
363,偷笑,_161
206,跳,_84
208,元首,_85
367,發抖,_163
210,生氣,_86
552,王者,_253
212,希特勒,_87
375,颯爽登場,_167
214,握拳,_88
782,賽亞人,_365
216,摔筆,_89
381,幹,_170
218,轉圈,_90
554,懶猴,_254
220,聽音樂,_91
389,睡覺,_174
222,嚼,_92
1109,數鈔票,_507
224,快速,_93
391,上床,_175
226,兵庫北,_94
556,搔癢,_255
228,笑,_95
393,後空翻,_176
230,花澤香菜,_96
1528,呆滯,_690
232,可是瑞凡,_97
234,哭,_98
5605,2,2
6041,><,_1539
236,唉呦不錯,_99
2114,大拇指,_955
238,劉謙,_100
305,雞翅,_133
240,小叮噹,_101
241,哆啦A夢,a
306,Didnt read lol,didnt-read-lol
243,噴茶,_102
510,煙火,_233
245,哈利波特,_103
310,甩頭,_135
759,進擊的巨人,_354
249,驚嚇,_105
313,拍照,_136
251,閃爍,_106
512,教授,_234
253,擦眼淚,_107
317,吃,_138
255,顏文字,_108
1091,一疊鈔票,_498
257,流淚,_109
323,奔跑,_141
259,唐老鴨,_110
520,脫眼鏡,_238
261,噗浪,_111
329,打巴掌,_144
263,肉骨獸,_112
765,安慰,_357
265,渡真利忍,_113
335,拉近,_147
6612,戰刻,_2897
530,崇拜,_243
269,半澤直樹,_115
341,流口水,_150
271,嚕嚕米,_116
1530,呆,_691
273,掉落,_117
349,柴犬,_154
275,上升,_118
532,拜,_244
277,驚呆,_119
351,狗,_155
279,夜神月,_120
770,游泳,_359
281,胡迪,_121
357,不甘心,_158
283,奸笑,_122
534,熊貓,_245
285,恐懼,_123
359,熊巫女,_159
287,崩潰,_124
1101,信用卡,_503
289,邪惡,_125
361,小町,_160
291,大丈夫,_126
536,流血,_246
293,沒問題,_127
365,冷眼,_162
295,伊諾克,_128
541,doge,doge
297,幻境神界,_129
369,中華一番,_164
299,大中天,_130
778,血,_363
8208,噪音,_3481
371,小當家,_165
548,轉頭,_251
373,帥氣,_166
2051,大笑,_927
377,扇子,_168
558,心碎,_256
379,好,_169
784,大黃臉,_366
383,昏倒,_171
560,玻璃心,_257
385,暈倒,_172
566,掃射,_260
387,廚師,_173
1111,吃土,_508
395,無奈,_177
568,未來日記,_261
397,不如一槍打死我,_178
790,沉月,_368
399,心臟病發,_179
570,我妻由乃,_262
401,吳思華,_180
794,瑞凡,_370
403,白眼,_181
6653,男友伴身邊,_2914
576,讚,_265
406,愉悅,_182
407,Fate Zero,fate-zero
1119,高速旋轉,_512
409,心動,_183
578,比讚,_266
411,貓耳,_184
798,木吉カズヤ,_367
413,震動,_185
582,下跪,_268
415,玩具總動員,_186
1542,搖動,_697
417,我不能接受,_187
586,鼓掌,_270
419,我想睡覺,_188
421,歡呼,_189
588,石內卜,_271
423,打屁股,_190
1127,香菇,_516
425,頭痛,_191
598,阿嬤,_276
427,扶額,_192
2067,笑到哭,_935
604,累,_279
431,魚,_194
1134,心累,_519
433,興奮,_195
606,趴,_280
435,髅髅宫歌留多,_196
436,妖狐×僕SS,ss
810,嵐,_377
438,白鬼院凜凜蝶,_197
608,跪下,_281
440,拳擊,_198
1553,張曼玉,_702
442,拳擊手,_199
610,倒地,_282
444,日出,_200
814,貓頭鷹,_379
446,復活,_201
616,美鳳,_285
448,重生,_202
1142,哇幹,_523
450,柯文哲,_203
618,吃驚,_286
452,水壺,_204
817,大野智,_380
454,爆炸,_205
624,你看看你,_289
456,跑步,_206
625,UCCU,uccu
458,指,_207
1563,HP,hp
460,樓上,_208
631,靠近,_292
462,噴,_209
821,嘲諷,_382
464,牛奶,_210
633,爬,_293
466,欲言又止,_211
2079,keke,keke_1
468,約翰希南,_212
639,肯德基,_296
470,傻眼,_213
825,雪鴞,_384
472,沒人愛你,_214
641,番茄醬,_297
474,泛舟,_215
1575,火狐,_712
476,泛舟哥,_216
647,船梨精,_300
478,懶,_217
654,Seyana,seyana
480,海豹,_218
829,伯特,_386
482,懶惰,_219
656,琴葉茜,_304
484,翻身,_220
486,徬徨,_221
488,躺,_222
2115,Fe,fe
490,立花瀧,_223
514,喝水,_235
492,激動,_224
761,吐血,_355
494,粉絲,_225
522,無言,_239
496,舔,_226
3290,ಠ_ಠ,_
498,慌張,_227
538,拍桌,_247
500,相聲瓦舍,_228
1093,鈔票,_499
502,蔥花,_229
543,拉遠,_249
504,撒,_230
772,胖,_360
506,馮翊綱,_231
550,歪頭,_252
1532,膚色貓,_692
562,丟球,_258
774,漂浮,_361
564,砸,_259
1103,買買買,_504
572,悲傷,_263
780,追逐,_364
574,難過,_264
2053,並沒有,_928
580,真香,_267
1113,錢拿去,_509
584,關門,_269
1544,剪刀,_698
590,神隱少女,_272
792,那爾西,_369
592,海水,_273
1121,變形,_513
594,淹沒,_274
796,貓貓魚,_371
596,無臉男,_275
2804,兔耳朵,_1267
600,麥克風,_277
2069,想哭,_936
602,記者會,_278
1129,有沒有人可以幫我顧一下我的香菇 我去去就回,_517
612,小熊維尼,_283
804,閃動,_374
614,維尼,_284
1555,豈有此理,_703
620,夜店,_287
808,逆轟高灰,_376
622,群魔亂舞,_288
1136,鹽老鴨,_520
627,喊,_290
812,霹靂,_378
629,集中線,_291
815,O RLY,o-rly
635,猛男,_294
10753,美乃滋,_4196
637,抹身體,_295
819,錦戶亮,_381
643,脫墨鏡,_298
1144,乳搖,_524
645,循環,_299
823,金光,_383
649,花媽,_301
1150,追隨大ㄋㄟㄋㄟ 救世廣慈悲,_527
651,彈手指,_302
827,芝麻街,_385
653,陳菊,_303
657,G.I.JOE,gijoe
659,豆花,_305
1565,跌坑,_707
661,變身,_306
831,皇穌,_387
663,豪斯,_307
6614,一血萬傑,_2898
665,豪斯醫生,_308
833,動物,_388
667,踹,_309
834,P3,p3
669,土下座,_310
1576,ada,ada
671,不爽,_311
836,女神異聞錄,_389
673,大叫,_312
675,蠢蠢欲動,_313
838,黑眼圈,_390
677,通報,_314
839,P3P,p3p
679,彈珠,_315
681,無聊,_316
841,十龍之介,_391
683,打哈欠,_317
842,P4,p4
685,討摸,_318
843,TRIGGER,trigger
687,摸,_319
844,P4G,p4g
689,發射,_320
845,女神異聞錄3,3
691,煙,_321
846,Leopard Eyes,leopard-eyes
693,貝克漢,_322
695,議員,_323
848,アイドリッシュセブン,_392
697,野野村龍太郎,_324
849,女神異聞錄4,4
699,日本,_325
702,聽,_326
851,アイナナ,_393
704,聆聽,_327
852,FGO,fgo
706,阿基師,_328
853,IDOLiSH7,idolish7
708,加油,_329
710,烏龜,_330
855,茨木童子,_394
712,哭喊,_331
714,跪,_332
857,酒吞童子,_395
716,下雨,_333
858,P3M,p3m
719,東方Project,project
721,摔,_335
860,東離,_396
723,抱頭,_336
725,飛撲,_337
862,臥江子,_397
727,馬英九,_338
729,挑眉,_339
864,兵燹,_398
731,腦袋,_340
733,馬賽克,_341
866,二階堂大和,_399
735,鹿,_342
737,小孩,_343
868,ペルソナ,_400
739,瘋狂,_344
741,麥當勞,_345
870,嬰兒,_401
743,逃跑,_346
745,跑,_347
872,君奉天,_402
749,我看了三小,_349
874,ペルソナ3,3_1
751,黑人,_350
753,黑人問號,_351
876,ペルソナ4,4_1
755,忍笑,_352
878,ㄎㄧㄤ,_403
880,刀無極,_404
882,帝龍胤,_405
884,劍子仙跡,_406
886,黑衣劍少,_407
888,素還真,_408
890,醒醒啊,_409
892,葉小釵,_410
894,夢虯孫,_411
896,八紘穌浥,_412
898,冰菓,_413
900,千反田愛瑠,_414
902,我很好奇,_415
904,古典部,_416
2953,彩虹羊,_1330
906,貓咪,_417
1095,給你錢,_500
8259,飛踢,_3497
908,可愛,_418
909,Persona,persona
910,Persona3,persona3
911,Persona4,persona4
1534,嚇哭,_693
913,周潤發,_419
914,P5,p5
915,ペルソナ5,5
1105,勸敗,_505
917,女神異聞錄5,5_1
918,Persona5,persona5
2055,拇指,_929
920,維克托,_420
1115,宇宙,_510
922,維克托·尼基福羅夫,_421
1546,別逼,_699
924,自信,_422
926,Will Smith,will-smith
927,A3,a3
1123,噗浪傳奇,_514
929,A3!,a3_1
1556,hello,hello
931,エースリー,_423
1131,微笑,_518
933,滿開劇團,_424
2117,打鐵,_956
935,摘墨鏡,_425
1138,驚,_521
937,淚,_426
1567,舉牌,_708
939,隆重登場,_427
1146,布袋戲,_525
941,為您介紹,_428
2071,阪本先生,_937
943,左上,_429
1152,金光布袋戲,_528
945,上,_430
1157,Flower crashes cat,flower-crashes-cat
947,右上,_431
1160,花,_531
949,左,_432
1162,BTS,bts
951,右,_433
1569,舉牌小人,_709
953,左下,_434
1166,金泰亨,_533
955,下,_435
2126,親親,_960
957,右下,_436
1170,怒吼,_535
959,尤里,_437
1578,貴圈真亂,_713
961,尤里奧,_438
962,P3D,p3d
963,Nick Young,nick-young
1174,企鵝家族,_537
966,詭異微笑,_439
1178,怕,_539
968,遊戲王卡,_440
2082,爆炸頭鴿子,_940
970,折木奉太郎,_441
1182,老九門,_541
972,決鬥,_442
1185,You Just Activated My Trap Card,you-just-activated-my-trap-card
974,抽牌,_443
1594,城之內,_721
976,組合表符,_444
977,kutar,kutar
1188,滾動,_543
979,櫻井翔,_445
2091,JJ,jj
981,噴青汁,_446
1192,ヒプマイ,_545
983,透明,_447
1602,關八,_725
985,排版,_448
1196,ヒプノシスマイク,_547
987,二宮和也,_449
2806,跳繩,_1268
989,破門,_450
1200,惡魔城,_549
991,轉圈圈,_451
992,P4D,p4d
1609,城田優,_728
994,松本潤,_452
1204,帝統,_551
996,相葉雅紀,_453
2100,溜冰,_948
998,福部里志,_454
1207,空氣人,_552
1000,咕噠子,_455
1617,躺地,_356
1002,伊原摩耶花,_456
1209, 洛克人,_553
1004,不滿,_457
2136,扔,_965
1006,震驚,_458
1213,鋼彈,_555
1008,笑趴,_459
1639,手撐桌,_742
1010,大喊,_460
1217,泰亨,_557
1012,喝茶,_461
2110,吃香蕉,_953
1014,舉高,_462
1015,meme,meme
1220,飴村亂數,_558
1017,大麻,_375
1655,沒錢,_750
1224,蛤,_560
2144,OK,ok
1228,妃芽,_562
1666,回頭,_755
1232,空白,_564
1679,Dramatic Cat,dramatic-cat
1236,文豪鍊金,_566
2153,RPG,rpg
1240,五月病,_568
1687,手撐頭,_765
1244,撫摸,_570
2965,Ugly Americans,ugly-americans
1248,耍賴,_572
1695,彈鋼琴,_769
1252,親,_574
2160,越南大戰,_974
1256,寶可夢,_576
1703,生日,_773
1260,東方,_578
2822,噗幣,_1276
1264,前滾翻,_580
1711,薑餅,_777
1268,課金,_582
2169,恍然大悟,_978
1272,東離劍遊紀,_584
1718,胖吉貓,_780
1275,卡比獸,_585
1278,ECO,eco
3280,神明手滑,_1475
1282,手舉高,_588
1726,島崎藤村,_784
1286,舉高高,_590
1289,Pingu,pingu
2176,彩虹鳥,_981
1293,北原白秋,_593
1734,甜甜圈,_788
1297,王境澤,_595
2835,甘道夫,_1280
1301,文鍊,_597
1741,杜甫,_790
1305,伊耶,_599
2185,翅膀,_985
1309,想睡,_601
1313,欠揍,_603
1754,溺水,_795
1316,獸人,_604
2195,內褲,_990
1320,廢噗,_606
1324,劇情,_608
1328,公告,_610
2954,MenInASuitcase,meninasuitcase
1536,咬手帕,_694
1021,小魔女學園,_464
1022,LWA,lwa
1097,數碼寶貝,_501
1024,洛蒂·楊森,_465
2057,捧,_930
1026,洛蒂,_466
1107,金幣,_506
1028,笑臉,_467
1548,水底情深,_700
1030,蘇西·曼芭芭拉,_468
1117,破圖,_511
1032,蘇西,_469
2119,又仁,_957
1034,阿偉,_470
1125,菇菇,_515
1036,篝敦子,_471
1132,GD子,gd
1038,亞可,_472
1558,嗑爆,_704
1040,無辜,_473
1140,怒,_522
1042,生無可戀,_474
2073,東雲名乃,_938
1044,失望,_475
1148,鳳后,_526
1046,戴安娜·卡文迪什,_476
1571,萌大奶,_710
1048,戴安娜,_477
1154,地震,_529
1050,厄休拉·克里斯蒂斯,_478
1158,Cat Transcendence,cat-transcendence
1052,厄休拉,_479
1161,The Prophecy Is True,the-prophecy-is-true
1054,漢娜,_480
2808,工作細胞,_1269
1056,芭芭拉,_481
1164,防彈少年團,_532
1058,機器人,_482
1580,噴鼻血,_714
1060,鳥,_483
1168,田柾國,_534
1062,今天星期五,_484
2084,庫巴姬,_941
1064,明天不上班,_485
1172,發瘋,_536
1066,立體,_486
1588,眨眼,_718
1068,無限循環,_487
1176,拒絕,_538
1070,暴風雪,_488
2128,舔舔,_961
1072,浮水,_489
1180,香蕉,_540
1074,巴下去,_490
1596,打滾,_722
1076,嗆聲,_491
1184,佛爺,_542
1078,符號,_492
1186,Yu-Gi-Oh,yu-gi-oh
1080,高速,_493
2093,抽,_945
1082,模糊,_494
1083,SHUT UP AND TAKE MY MONEY,shut-up-and-take-my-money
1190,亂數,_544
1085,買,_495
1604,橫山裕,_726
1087,閉嘴錢拿去,_496
1194,催眠麥克風,_546
3284,神,_1477
1198,飴村 亂數,_548
1611,轉身,_729
1202,幻太郎,_550
1205,Fling Posse,fling-posse
2102,摩爾加納,_949
1211,洛克人,_554
1619,四葉,_732
1215,催麥,_556
1218,V,v
2138,咪哭打油,_966
1222,顏藝,_559
1621,小岩井四葉,_733
1226,啊啊啊,_561
2112,風水輪流轉,_954
1230,空格,_563
1623,四葉妹妹,_734
1234,文豪與鍊金術師,_565
2824,小,_1277
1238,高村光太郎,_567
9111,0,0
1242,側躺,_569
2146,釣魚,_969
1246,摸摸,_571
1643,婕兒,_744
1250,吼呦,_573
2154,Valkyrie Profile,valkyrie-profile
1254,神奇寶貝,_575
1645,高捷少女,_745
1258,睡,_577
2161,Metal Slug,metal-slug
1262,睏,_579
1647,高捷,_746
1266,揮錢,_581
1656,empty wallet,empty-wallet
1270,文アル,_583
1273,Thunderbolt Fantasy,thunderbolt-fantasy
2836,homo獸,homo
1277,雙手舉舉,_586
1668,大吉,_756
1280,沉月之鑰,_587
2171,障礙,_979
1284,千銃士,_589
1670,抽籤,_757
1288,扭屁股,_591
2850,哭著吃,_1287
1291,有聲表符,_592
2178,彩紅鸚鵡,_982
1295,捏臉,_594
1299,自然弓,_596
1689,飯糰,_766
1303,月退,_598
2187,崔成國臉,_986
1307,繪圖,_600
1697,高興,_770
1311,標籤,_602
1314,R18,r18
2196,Nyan,nyan
1318,跟風,_605
1705,蛋糕,_774
1322,日常,_607
1326,塗鴉,_609
2202,Colin Farrell,colin-farrell
1330,中之,_611
1332,擴散希望,_612
1720,江戶川亂步,_781
1334,下收,_613
2864,碇源堂,_1293
1336,推坑,_614
1728,四老外,_785
1338,慎入,_615
2209,畫家,_995
1340,推廣,_616
1341,NSFW,nsfw
1736,明智吾郎,_762
1343,刀劍亂舞,_617
1344,NicoNico,niconico
1345,Nico,nico
1346,Blender,blender
1347,MMD,mmd
1742,LOT,lot
1349,あんスタ,_618
1748,GGO,ggo
1351,偶像夢幻祭,_619
1353,Idolish7,idolish7_1
1756,天月,_796
6616,一血,_2899
1357,感想,_621
1762,抓,_799
1359,捏他,_622
1360,memo,memo
1362,更新,_623
1364,生活雜談,_624
3282,創造神ジェネレーター,_1476
1366,轉,_625
1538,好奇,_695
1368,重要公告,_626
1369,new,new
2059,博士,_931
1371,小說,_627
1550,手語,_701
1373,原創,_628
2121,男大姐,_958
1375,二創,_629
1560,疑惑,_705
1377,特級廚師,_630
2075,翻滾,_939
1379,心得,_631
1573,太陽,_711
1381,張吉吟,_632
2810,血小板,_1270
1383,更文,_633
1582,底特律變人,_715
1385,史奴比,_634
2086,黏土人,_942
1387,分享,_635
1590,阿甘,_719
1389,閒聊,_636
2130,香,_962
1391,宗成,_637
1598,飛奔,_723
1393,論變態你是贏不了我的,_638
1605,U字水槽,u
1395,變態,_639
1396,WTF,wtf
2095,機掰人,_946
1398,嚇,_640
1399,coin,coin
1400,BF,bf
1613,網舞,_730
1402,桑門,_641
1403,Someecards,someecards
2139,MIKU,miku
1405,BF(仮),bf_1
1406,Don't Make Me Mad,dont-make-me-mad
1625,感恩,_735
1408,廣瀨,_642
2104,佐倉雙葉,_950
1410,芹澤,_643
1627,感謝,_736
1412,明神,_644
2956,字卡,_1331
1414,北城,_645
1629,雙手合十,_737
1416,新海,_646
2148,電話,_970
1418,逢坂,_647
1631,合掌,_738
2155,Lenneth,lenneth
1422,偷看,_649
1633,許願,_739
1424,ボーイフレンド（仮）,_650
2826,大,_1278
1426,ボーイフレンド(仮),_651
1649,藍人,_747
1428,瀨名,_652
2163,行走圖,_975
1430,龍醬,_653
1651,からめる,_748
1432,鷲羽院真臣,_654
2967,醜陋的美國人,_1335
1434,bts,bts_1
1435,jhope,jhope
1436,jimin,jimin
1437,suga,suga
1658,雞,_751
1439,科米蛙,_655
8261,踢,_3498
6618,艦これ,_2900
1442,dog,dog
1443,cry,cry
1444,rm,rm
1660,公雞,_752
1446,冷氣,_656
2179,Party Parrot,party-parrot
1448,鄙視,_657
1672,古人,_758
1450,哲學,_658
2838,塗黑,_1281
1452,靈夢,_659
1674,詩人,_759
1454,萃香,_660
1455,btd,btd
1456,chimmy,chimmy
1457,bt21,bt21
2189,好色龍,_987
1676,脫衣,_760
2977,信仰心くん,_1339
1683,喝飲料,_763
2198,彩虹貓,_991
1691,餅乾,_767
2852,兔耳,_1288
1699,冰淇淋,_771
2204,柯林·法洛,_993
1707,吃麵,_775
3285,當神創造OOO的時候,ooo
1714,鯛魚燒,_778
2211,貝雷帽,_996
1722,暉侍,_782
2866,眼鏡發光,_1294
1730,爆米花,_786
1737,Pusheen,pusheen
2217,來回,_999
1744,外國人,_791
2875,pipi美,pipi
1750,刀劍神域外傳,_793
2223,三角燒杯,_1002
1758,掰掰,_797
2987,康娜,_1344
1764,雷射,_800
2229,殘影,_1005
1768,九瀾,_802
2884,沒有靈感,_1300
1772,特殊傳說,_804
2233,めんトリ,_1007
1776,褚冥漾,_806
2235,Mentori,mentori
1780,血條,_808
1784,墨西哥,_810
2239,可惡,_1009
1788,寶石之國,_812
2241,Beret,beret
1792,肥皂,_814
2894,揍自己,_1305
1796,抖抖,_816
1798,loading,loading
2245,行星思考左右組合表符,_1011
1802,范統,_818
6655,ボイきら,_2915
1806,黑貓,_820
2249,日常博士大臉驚恐橫三直二組合表符,_1013
1810,驚嘆號,_822
2903,動物大悶鍋,_1309
1814,冰,_824
1817,yes,yes
2253,披薩,_1015
1821,凜雪鴉,_826
1825,你他媽,_828
2257,八字鬍,_1017
1829,嗯,_830
2913,噴水,_1314
1834,好吧,_832
2261,四葉幸運草,_1019
1837,唱歌,_833
1841,五月天,_835
1845,米倉涼子,_837
1849,紙袋,_839
1853,哭哭,_841
1859,布偶,_823
1862,堂本光一,_842
1866,心智爆炸,_844
1868,Mind Blown,mind-blown
1871,wow,wow
1875,埃及神明,_847
1878,Undertale,undertale
1459,v,v_1
6682,Facebook,facebook
3287,偷偷說,_1478
1462,鼻血,_661
1540,方玉倩,_696
1464,拍,_662
1465,JOJO,jojo
1551,FUCK,fuck
1467,文字,_663
2061,博士大臉,_932
1469,鴿,_664
1562,妙麗,_706
1471,腐女獸,_665
546,FireFox,FireFox
1473,吶喊,_666
2076,Pigeafro,pigeafro
1475,吃手手,_667
1584,底特律,_716
1477,哈嘶,_668
2123,阿娘尾牙,_959
1479,冷笑,_669
1592,打字,_720
1481,不屑,_670
2088,寶箱,_943
1600,跳躍,_724
1485,床,_672
2096,MONA,mona
1487,思,_673
1607,丸山隆平,_727
1489,死,_674
2812,跳跳血小板,_1271
1491,毆打,_675
1615,迴轉企鵝罐,_731
1493,揮手,_676
2106,雨宮蓮,_951
1495,撞牆,_677
1635,遮臉,_740
1497,口水,_678
1498,troll face,troll-face
2132,鐵錠,_963
1500,邪笑,_679
1637,遮眼,_741
1502,伊藤潤二,_680
2958,支離滅裂な思考・発言,_1332
1504,軟爛,_681
1653,錢包,_749
1506,無力,_682
2141,彩紅,_967
1662,跳動,_753
2828,政治人物,_1279
1510,晃動,_683
1664,躍動,_754
1512,兄貴,_684
2150,易容,_971
1515,哭很醜,_685
1678,抱魚,_761
1517,白色,_686
1518,Osu!,osu
3289,放棄,_1479
1520,恐龍,_687
1685,日粉,_764
1522,花丸,_463
2157,女神戰記,_973
1524,辛普森家庭,_688
1693,薯片,_768
2840,和諧,_1282
1701,冰棒,_772
2165,樹,_976
1709,麵,_776
6620,碧藍幻想,_2901
1716,音侍,_779
2969,美國動畫,_1336
1724,修葉蘭,_783
2181,搖,_983
1732,石川啄木,_787
2854,老鷹,_1289
1739,喜多川祐介,_789
8213,這是一隻鴿子嗎？,_3482
1746,外套,_792
1752,擊掌,_794
2200,怪獸與牠們的產地,_992
1760,沙發,_798
1766,壽司,_801
6657,閃光音符,_2916
1770,特傳,_803
2213,耶穌,_997
1774,漾漾,_805
1778,搖擺,_807
2219,科學家,_1000
1782,冰炎,_809
1786,炸毛,_811
2225,護目鏡,_1003
1790,熱可可,_813
1794,冷汗,_815
1797,luz,luz
1800,網路不順,_817
1804,黑貓問號,_819
1808,內田有紀,_821
1816,運動,_193
1819,凍結,_825
1823,噁心,_827
1827,傷心,_829
1831,哀傷,_831
1839,回眸,_834
1843,阿信,_836
1847,日劇,_838
1851,慶祝,_840
1854,Kermit,kermit
1857,青蛙,_372
1860,Kermit the Frog,kermit-the-frog
1864,銀魂,_843
1867,Mind Explosion,mind-explosion
1870,哇,_845
1873,魚打臉,_846
1877,埃及,_848
1879,Toby Fox,toby-fox
1880,Undyne,undyne
1882,魚姐,_849
1883,柯P,p
1885,DJ,dj_1
1887,行星,_850
1889,迷妹,_851
1890,what,what
1892,手拿魚,_852
1894,拿魚,_853
1895,OMG,omg
1897,單身,_854
1899,永遠一個人,_855
1901,打魚,_856
1903,乖,_857
1905,死亡,_858
1907,死魚,_859
1909,殺魚,_860
1911,殺頭,_861
1913,食物,_862
1915,滑走,_863
1917,毛筆,_864
1919,水墨,_865
1921,別讓我生氣,_866
1922,VR,vr
1924,輪椅,_867
1926,奇異博士,_868
1928,圓圈,_869
1930,超能力,_870
1932,捕魚,_871
1934,鼠,_872
1936,啃,_873
1938,興奮到模糊,_874
1940,宮女跳舞,_875
1942,有病,_876
1944,聽診器,_877
1946,陣亡,_878
1948,失血,_879
1950,怪醫黑傑克,_880
1952,手塚治虫,_881
1954,皮諾可,_882
1956,黑傑克,_883
1958,抽插,_884
1960,烤魚,_885
1962,鬼燈,_886
1964,猫好好,_887
2124,prpr,prpr
1966,鬼燈的冷徹,_888
2063,律師,_933
1968,白澤,_889
2077,Kéké,keke
1970,畫伯,_890
3296,Final Fantasy,final-fantasy
1972,貓好好,_891
2090,咕噠男,_944
1974,三小,_892
2134,妹控,_964
1976,寶傑,_893
2098,雙葉,_947
1978,劉寶傑,_894
2814,蘿莉,_1272
1980,奶奶,_895
2108,古巴教練,_952
1982,ㄋㄟㄋㄟ,_896
2143,霓虹,_968
1984,地球只有ㄧ個,_897
2829,//TODO,todo
1986,你媽的ㄋㄟㄋㄟ卻有兩個,_898
2152,按摩,_972
2158,Allen,allen
1990,歐派黨宣言,_900
2960,洋芋片,_1333
1992,歐派,_901
2167,等等,_977
1994,寫功課,_902
6622,碧藍,_2902
1996,盛竹如,_903
1997,GIF,gif
2842,河蟹,_1283
1999,柯米蛙,_904
2000,Frisk,frisk
2183,天使,_984
2002,我到底看了三小,_905
3293,失去語言能力,_1480
2004,明白真相,_906
2193,不行,_989
2006,你他媽的我看了啥,_907
2201,SNOOPY,snoopy
2008,這三小,_908
2856,動畫繪師@Kekeflipnote,kekeflipnote_1
2010,土撥鼠,_909
2207,聖誕,_994
2012,說明,_910
2971,喜劇,_1337
2014,讓我們繼續看下去,_911
2215,耶穌九宮格,_998
2016,效果線,_912
2870,撞,_1295
2018,支離破碎的思考發言,_913
2221,實驗室,_1001
2020,支離破碎,_914
2876,beef,beef
2022,統合失調症的陽性癥狀,_915
2227,燒杯,_1004
2024,影山任佐,_916
2979,糖果,_1340
2026,心病與精神醫學,_917
2231,懶得鳥你,_1006
2028,無腦,_918
2234,Taco,taco
2030,沒藥醫,_919
2886,寫不出來,_1301
2032,烘焙王,_920
2033,Wug,wug
2237,高速移動,_1008
2035,關愛,_921
2240,HowHow,howhow
2037,語言學,_922
2038,Wug test,wug-test
2040,基德,_923
2243,倉鼠,_1010
2042,不要瞎掰好嗎,_924
2896,箭頭,_1306
2044,WUG,wug_1
2247,黑人抽遊戲王卡上下組合表符,_1012
2046,吉祥物,_925
2989,小林家的女僕龍,_1345
2048,麻雀,_926
2251,麥可貝,_1014
2905,屎面君,_1310
2255,翹鬍子,_1016
3303,沉默,_1484
2259,警察,_1018
2263,梅花梅花幾月開花,_1020
2265,七龍珠,_1021
2921,Trash Doves,trash-doves
2267,鸚鵡兄弟,_1022
2928,繪師寧欣@NISIN,nisin
2269,不是雞,_1023
2270,七龍珠Z外傳,z
2999,方吉,_1350
2272,玄鳳,_1024
